ibex_sentence_key	expe_sentence_key	sentence_key	dossier-brat	texte	wh-in-situ-final	texte_expe	OK_Expe_perception	num_syll_OK_Expe_perception	The Voice Contest	nombre-de-mots	type-de-phrase	wh-type	pos-wh	func-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	neg	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	bad-prosodie	dislocation-droite	presence-eske	attention-dernier-mot	fin-partie-enlever	OK_SynCart	filename	locuteur	texte_turn_brut	spk_id	spk_age	spk_sex	segmented_OK	nombre_syll	nombre_mots_praat	brat_startT	brat_endT	dur_raw	dur_globale	Hz_min_global	Hz_max_global	Hz_mean_global	Hz_STD_global	st_min_global	st_max_global	st_mean_global	st_STD_global	w0_et	w0_startT	w0_endT	w0_n_syll	s0_et	s0_startT	s0_endT	V0_et	V0_startT	V0_endT	V0_midtime	V0_Hz_mid	V0_Hz_mean	V0_Hz_median	V0_st_STD	V0_st_mid	V0_st_mean	V0_st_median	s1_et	s1_startT	s1_endT	V1_word	V1_accented	V1_et	V1_startT	V1_endT	V1_midtime	V1_Hz_mid	V1_Hz_mean	V1_Hz_median	V1_st_STD	V1_st_mid	V1_st_mean	V1_st_median	diff_Hz_mid	diff_st_mid	diff_Hz_mean	diff_st_mean	diff_time	slope	final_intonation	PA_wh_Hz	PA_wh_st	PA_fin_Hz	PA_fin_st	dist_syll_wh_end	dist_time_wh_end
NO-000-de-0-F-WE2_A007_1392s98	000-de-0-WE2_A007_1392s98	WE2_A007_1392s98	WE2_decl_10	et maintenant il fait jour le matin et le soir  			?	?	?	10	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A007.xml	spk2	et maintenant il fait jour le matin et le soir 	ZU9	NOAGE	F	YES	12	10	0.045	1.575	1.622	1.53	161.873155384284	231.013070413107	192.431497052225	16.0352609942885	8.33884901971065	14.4959147226299	11.2722237033319	1.4472912403808	soir	1.325	1.575	1	swa\rc	1.325	1.575	a	1.495	1.525	1.51	171.243957495349	171.787424589929	171.514807730141	0.472508091525993	9.31244043036492	9.3631988893507	9.33999764213861	l\sw	1.265	1.325	le	YES	\sw	1.295	1.325	1.31	188.545033664987	188.509728700709	188.603875272118	0.072615252109912	10.9789021990067	10.9755663191347	10.9843118350678	-17.301076169638	-1.66646176864181	-16.7223041107794	-1.61236742978404	0.2	-8.33230884320906	fall	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A007_1552s331	000-de-0-WE2_A007_1552s331	WE2_A007_1552s331	WE2_decl_7	je me plais beaucoup dans mon appart  			?	?	2	7	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A007.xml	spk2	je me plais beaucoup dans mon appart 	ZU9	NOAGE	F	YES	9	7	0.035	1.055	1.212	1.02	155.247434631736	318.476852473659	194.953991075678	39.560472664484	7.61656819909703	20.0533569474421	11.249240227208	3.1793580986149	appart	0.795	1.055	2	pa\rc	0.905	1.055	a	0.955	1.025	0.99	275.205017698805	275.205017698805	275.870738233802	0.93431882113437	17.5256194432538	17.5045012478235	17.5679092478696	na	0.795	0.905	appart	NO	a	0.825	0.905	0.865	191.989950824084	190.215899520671	192.655671359082	1.78217416260809	11.2898828850184	11.0523521531474	11.34971152902	83.2150668747206	6.23573655823537	84.9891181781336	6.45214909467611	0.125	49.885892465883	rising	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A007_1740s485	000-de-0-WE2_A007_1740s485	WE2_A007_1740s485	WE2_decl_12	et j'ai horreur des commentaires désagréables sur un film que j'ai adoré  			?	?	?	12	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A007.xml	spk2	et j'ai horreur des commentaires désagréables sur un film que j'ai adoré 	ZU9	NOAGE	F	YES	21	13	0.035	2.725	3.375	2.69	145.837835594903	234.876413559218	183.783147962363	19.3460050990217	6.53385462305722	14.7834111306528	10.4407754583777	1.81934121933255	adoré	2.375	2.725	3	\rce	2.595	2.725	e	2.685	2.725	2.705	208.788289500611	208.788289500611	209.448481932644	0.309788903112934	12.7442310001739	12.7424113584442	12.7988011144085	d\ct	2.435	2.595	adoré	NO	\ct	2.505	2.595	2.55	167.856358714585	166.399895722692	168.516551146618	0.983835796853932	8.96632244241472	8.79120136213891	9.03468354207151	40.931930786026	3.77790855775914	42.3883937779192	3.95120999630528	0.155	24.3736035984461	rising	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A007_219s865	000-de-0-WE2_A007_219s865	WE2_A007_219s865	WE2_decl_8	et je donne des cours jusqu'au vingt mai  			NO	8	3	8	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A007.xml	spk2	et je donne des cours jusqu'au vingt mai 	ZU9	NOAGE	F	YES	9	9	0.035	1.26953892428606	1.557	1.23453892428606	181.848735984089	252.880590379597	202.10133049174	15.2783727504713	10.3528730514139	16.0614855323627	12.1352140416192	1.24219232689643	mai	1.075	1.26953892428606	1	me	1.075	1.26953892428606	e	1.165	1.26953892428606	1.21726946214303	204.203115048372	201.834615084489	202.656984702691	0.252963310529618	12.3600452258893	12.1564146623733	12.2280949649806	ve\~^	0.855	1.075	vingt	YES	e\~^	0.955	1.075	1.015	201.667746781774	197.863792032198	198.560168501981	0.342150493181413	12.1435774295889	11.811000291588	11.8748542688091	2.53536826659757	0.216467796300348	3.97082305229085	0.345414370785312	0.202269462143031	1.07019514466933	rising	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A007_2503s051	000-de-0-WE2_A007_2503s051	WE2_A007_2503s051	WE2_decl_12	je ne suis pas la personne la mieux placée pour te répondre  			?	?	?	12	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A007.xml	spk2	je ne suis pas la personne la mieux placée pour te répondre 	ZU9	NOAGE	F	YES	15	12	0.035	2.575	2.742	2.54	174.479812715734	275.228527950769	203.881452781018	24.6249799836038	9.63757714834318	17.5306468335304	12.2149163500513	1.99247430842647	répondre	2.085	2.575	2	po\~^d\rc	2.265	2.575	o\~^	2.305	2.455	2.38	187.377443410185	184.461706634127	184.351906538915	0.228981423145861	10.871337749902	10.5984434535093	10.5895480396553	\rce	2.085	2.265	répondre	NO	e	2.135	2.265	2.2	182.105712682632	182.096219661396	182.124276268221	0.077736280510542	10.3773133569363	10.3762506286983	10.3790788712338	5.27173072755321	0.494024392965695	2.36548697273051	0.222192824811067	0.18	2.74457996092053	rising	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A007_2577s594	000-de-0-WE2_A007_2577s594	WE2_A007_2577s594	WE2_decl_13	tu vois je me rend compte que tu as un très léger accent  			?	?	?	13	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A007.xml	spk2	tu vois je me rend compte que tu as un très léger accent 	ZU9	NOAGE	F	YES	15	13	0	1.895	2.069	1.895	106.286838824154	308.152090150413	183.906938689551	55.1416436433097	1.05555601844778	19.483795446057	9.74562150383312	5.35779768501241	accent	1.485	1.895	2	sa\~^	1.715	1.895	a\~^	1.815	1.895	1.855	200.90861836037	201.617121017772	200.858496850257	0.275099620795077	12.0784175328855	12.1374913859744	12.0741479379985	ak	1.485	1.715	accent	NO	a	1.485	1.645	1.565	110.933060095292	109.019326491392	108.774935938743	0.156215602520928	1.79625440437805	1.49434547322007	1.45615330248326	89.9755582650783	10.2821631285074	92.5977945263801	10.6431459127543	0.29	35.4557349258876	rising	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A008_4087s565	000-de-0-WE2_A008_4087s565	WE2_A008_4087s565	WE2_decl_7	ils parlaient un espèce de français déformé  			NO	12	4	7	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A008.xml	spk2	ils parlaient un espèce de français déformé 	HF8	NOAGE	F	YES	12	7	0.065	1.905	1.928	1.84	79.9256652952146	293.471729273494	199.453042444954	25.7648240648866	-3.14473060525151	18.6389497011964	11.7934212345052	2.45468355882444	déformé	1.255	1.905	3	me	1.615	1.905	e	1.705	1.905	1.805	184.256785729709	188.654830867987	186.788356368335	0.435722466085003	10.5805967446404	10.9837922320375	10.8168349855567	f\ct\rc	1.365	1.615	déformé	NO	\ct	1.475	1.555	1.515	189.921434915651	194.462181637291	190.126760915136	0.788373720722038	11.1048323602099	11.497925570793	11.1235382939128	-5.66464918594144	-0.524235615569479	-5.80735076930409	-0.514133338755528	0.29	-1.8077090192051	fall	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A014_147s558	000-de-0-WE2_A014_147s558	WE2_A014_147s558	WE2_decl_13	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  			?	?	?	13	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A014.xml	spk2	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel 	EW15	NOAGE	F	YES	20	14	0.035	3.645	3.674	3.61	115.591086025682	193.951595880323	150.541384599127	16.1082637526587	2.50941838250422	11.4694594866142	6.98350654065355	1.84804644513579	professionnel	2.925	3.645	4	n\epl	3.315	3.645	\ep	3.385	3.615	3.5	127.162394799855	127.947502125398	126.979122331004	0.483722528635017	4.16004763106922	4.26009566630601	4.13509573541468	sj\ct	3.135	3.315	professionnel	NO	\ct	3.285	3.315	3.3	142.087992707742	142.62780858504	140.838973467761	0.706776110677246	6.07878592338181	6.13743020115676	5.92855940386468	-14.9255979078864	-1.91873829231258	-14.6803064596415	-1.87733453485075	0.2	-9.5936914615629	fall	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A014_500s823	000-de-0-WE2_A014_500s823	WE2_A014_500s823	WE2_decl_8	le Pathé c'est au bord de la Loire  			?	?	2	8	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A014.xml	spk2	le Pathé c'est au bord de la Loire 	EW15	NOAGE	F	YES	9	8	0.035	1.345	1.37	1.31	99.7319722562682	230.390860260974	150.194084914342	29.3112449925635	-0.027164027404091	14.4490053612889	6.74754719986977	3.12998266791131	loire	0.975	1.345	1	lwa\rc	0.975	1.345	a	1.135	1.315	1.225	229.117421420505	206.907463386785	212.971087552098	2.0381354600656	14.3529869623752	12.4791261393662	13.0878231614856	la	0.855	0.975	la	YES	a	0.905	0.975	0.94	133.970583527243	132.838669642645	132.401377089193	0.25306920481293	5.06299508357454	4.91450434939523	4.85901753003921	95.1468378932627	9.28999187880065	74.0687937441394	7.56462178997096	0.285	32.5964627326338	rising	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A018_1634s309	000-de-0-WE2_A018_1634s309	WE2_A018_1634s309	WE2_decl_7	c'est pas la même ambiance qu'à Orléans  			?	?	2	7	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A018.xml	spk1	c'est pas la même ambiance qu'à Orléans 	ch_CD2	NOAGE	F	YES	10	7	0.045	1.335	1.356	1.29	134.112704498863	417.599396121437	159.046591309538	49.0973859518955	5.0818501842787	24.7507576259309	7.5374820288563	3.68104022300385	orléans	1.075	1.335	3	a\~^	1.305	1.335	a\~^	1.305	1.335	1.32	NA	NA	NA	NA	NA	NA	NA	le	1.215	1.305	orléans	NO	e	1.245	1.305	1.275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.045	NA	rising	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A019_2413s317	000-de-0-WE2_A019_2413s317	WE2_A019_2413s317	WE2_decl_10	y a aussi des choses qui sont un peu familiales  			?	?	?	10	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A019.xml	spk2	y a aussi des choses qui sont un peu familiales 	XF20	NOAGE	F	YES	13	10	0.035	2.065	2.408	2.03	89.8664621632897	329.786488632738	223.551848185598	30.5989801834098	-0.977619536151676	20.6584236256872	13.7600314574965	2.46113426072038	familiales	1.425	2.065	3	ljal	1.705	2.065	a	1.835	1.925	1.88	204.581779338732	204.608917320653	204.656400226984	0.140406946686202	12.3921307589174	12.3939224273306	12.3984454192864	mi	1.575	1.705	familiales	NO	i	1.645	1.705	1.675	207.620041163117	208.555520904233	207.887487344253	0.138225880315246	12.6473404663109	12.7247177614796	12.6696127223333	-3.03826182438544	-0.255209707393544	-3.94660358357982	-0.33079533414894	0.205	-1.24492540191972	fall	NA	NA	NA	NA	NA	NA
NO-000-de-0-F-WE2_A019_354s421	000-de-0-WE2_A019_354s421	WE2_A019_354s421	WE2_decl_12	le socialisme à la française ça reste du capitalisme de toute façon  			?	?	?	12	decla	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	WE2_A019.xml	spk2	le socialisme à la française ça reste du capitalisme de toute façon 	XF20	NOAGE	F	YES	21	13	0.035	3.185	3.376	3.15	75.8557601344677	270.403395727668	188.13833554874	53.0257834789644	-3.96563374527311	17.2225172212897	10.0533844657148	5.93220704973548	façon	2.845	3.185	2	so\~^	2.925	3.185	o\~^	3.105	3.185	3.145	101.393959562971	100.7490007809	100.47613455309	0.302578598058855	0.239277177349756	0.126906676409767	0.082234416776764	fa	2.845	2.925	façon	NO	a	2.885	2.925	2.905	99.2933025228917	98.692825213633	98.7454523338307	0.17987143176725	-0.122822236906863	-0.228493206734339	-0.218736044502914	2.10065704007893	0.362099414256619	2.05617556726695	0.355399883144105	0.24	1.50874755940258	rising	NA	NA	NA	NA	NA	NA
